Verb,Function,Level_1,Level_2,Level_3,
看不上眼,,性质与状态,性质,好坏,
有恩者,,,,,
注释,,社会活动,文教,研究,
过关,,性质与状态,性质,常异,
任其自流,,社会活动,争斗,结伙,
结算,,生物活动,生活工作,使用,
一概而论,,生物活动,心理活动,关注,
批示,,社会活动,管理,批准,
精,,性质与状态,性状,精简,
精,,性质与状态,性质,好坏,
精,,性质与状态,性质,强弱,
跃跃欲试,,生物活动,生活工作,参与,
有方,,性质与状态,性质,对错,
排山倒海,,性质与状态,性质,重轻,
填报,,社会活动,管理,批准,
装备,,社会活动,战争,备战,
盘点,,社会活动,经贸,出纳,
切实可行,,,,,
贪得无厌,,性质与状态,才品,公私,
看穿,,生物活动,心理活动,了解,
慢,,性质与状态,性状,快慢,
都,,,,,
租借,,社会活动,经贸,借贷,
自理,,生物活动,生活工作,生活,
建房,,社会活动,生产,建造,
开窍,,生物活动,心理活动,醒悟,
盛开,,生物活动,生理活动,生长,
梳发,,,,,
欢歌,,社会活动,文教,演出,
录像,,社会活动,文教,拍摄,
拘捕,,社会活动,司法,逮捕,
属实,,性质与状态,性质,真假,
清点,,社会活动,管理,调查考评,
办学,,社会活动,管理,建立,
开创,,社会活动,管理,建立,
作画,,社会活动,文教,绘画,
大发,,,,,
面向,,运动与变化,方位变化,靠近相隔,
下嫁,,生物活动,生活工作,婚恋,
揪,,生物活动,肢体动作,拉扯,
高谈,,,,,
嘶鸣,,生物活动,头部动作,叫喊,
小改,,,,,
拒而不见,,,,,
镶,,生物活动,肢体动作,放置,
巧笑,,,,,
喝酒,,生物活动,头部动作,吃喝,
狂妄,,性质与状态,才品,庄谐,
用得着,,,,,
灵活,,性质与状态,才品,智愚,
灵活,,性质与状态,情状,定通,
诛,,社会活动,司法,违法,
出门,,生物活动,生活工作,走动,
提不,,,,,
考据,,社会活动,文教,研究,
戏说,,生物活动,生活工作,惹事,
免税,,社会活动,管理,禁止,
升官,,生物活动,际遇,得志,
明智,,性质与状态,才品,智愚,
诵读,,社会活动,文教,阅读,
放置,,生物活动,肢体动作,放置,
放置,,运动与变化,方位变化,存放,
赶来,,,,,
打发,,生物活动,生活工作,生活,
打发,,社会活动,管理,调动,
称谓,,,,,
保质,,生物活动,生活工作,参与,
终结,,运动与变化,事态变化,结束,
亢奋,,生物活动,心理活动,激动,
弱,,运动与变化,判断,不同,
弱,,性质与状态,性状,老幼,
弱,,性质与状态,性质,强弱,
贯注,,运动与变化,判断,对应,
录音,,社会活动,文教,拍摄,
精神,,生物活动,表情,激奋,
留样,,,,,
危机,,,,,
牢记,,生物活动,心理活动,回忆,
人生,,,,,
突发,,运动与变化,事态变化,出现,
光采,,,,,
管辖,,社会活动,管理,掌控,
开掘,,生物活动,肢体动作,切割,
烂,,运动与变化,物态变化,腐蚀,
烂,,性质与状态,知觉,软硬,
烂,,性质与状态,性状,整缺,
破裂,,运动与变化,物态变化,损坏,
挥打,,,,,
疲劳,,生物活动,表情,疲乏慵懒,
侵,,,,,
掺杂,,运动与变化,方位变化,交错,
相位,,,,,
斜,,生物活动,全身动作,倚靠,
斜,,性质与状态,形貌,正歪,
供货,,社会活动,经贸,买卖,
逝去,,运动与变化,事态变化,结束,
肿,,生物活动,生理活动,患病,
平平,,性质与状态,性质,优劣,
两面三刀,,性质与状态,才品,善恶,
白,,性质与状态,知觉,颜色,
白,,性质与状态,性质,对错,
白,,性质与状态,性质,利弊,
白,,性质与状态,才品,进守,
套购,,社会活动,经贸,买卖,
根,,,,,
采摘,,生物活动,肢体动作,拉扯,
坑害,,社会活动,争斗,侵害,
罪,,社会活动,帮助,协商,
费时,,性质与状态,性质,难易,
周转,,运动与变化,事态变化,进行,
酿成,,生物活动,生活工作,惹事,
吹气,,,,,
事,,社会活动,帮助,照顾,
说笑,,社会活动,社交,说话,
兴叹,,生物活动,心理活动,悲伤,
送检,,社会活动,帮助,取予,
化解,,运动与变化,事态变化,消失,
拖延,,运动与变化,事态变化,推迟,
节约,,社会活动,经贸,积累,
节约,,性质与状态,才品,俭奢,
查考,,社会活动,管理,调查考评,
查考,,社会活动,文教,研究,
除外,,,,,
发怵,,生物活动,心理活动,害怕,
石头,,,,,
依托,,运动与变化,判断,相关,
使唤,,社会活动,管理,调动,
瘫痪,,生物活动,生理活动,伤残,
受损,,生物活动,际遇,收益,
怜措,,,,,
厉害,,性质与状态,性质,重轻,
厉害,,性质与状态,才品,庄谐,
指指划划,,,,,
历经,,生物活动,生活工作,生活,
一心一意,,生物活动,心理活动,关注,
仁义,,,,,
负义,,,,,
早,,社会活动,社交,问候,
早,,性质与状态,性状,早晚,
说短道长,,,,,
粗,,性质与状态,形貌,粗细胖瘦,
粗,,性质与状态,知觉,响哑,
粗,,性质与状态,性状,精简,
粗,,性质与状态,才品,慎疏,
附设,,运动与变化,判断,归属,
购置,,社会活动,经贸,买卖,
翻番,,运动与变化,数量变化,增加,
创业,,生物活动,生活工作,生活,
检点,,社会活动,管理,调查考评,
检点,,性质与状态,才品,高下,
谈天,,社会活动,社交,说话,
慷慨大方,,,,,
入门,,运动与变化,事态变化,开始,
无愧,,生物活动,心理活动,安心,
锦上添花,,运动与变化,物态变化,好转,
品茗,,生物活动,生活工作,饮食,
毫无例外,,,,,
哼哼,,生物活动,头部动作,叫喊,
没法子,,,,,
成熟,,生物活动,生理活动,生长,
成熟,,性质与状态,才品,能庸,
检疫,,社会活动,文教,医治,
挞,,,,,
流涕,,,,,
上前,,生物活动,生活工作,走动,
追缴,,社会活动,战争,攻占,
详解,,,,,
知之甚详,,,,,
加剧,,运动与变化,数量变化,增加,
紧要,,性质与状态,性质,主次,
欠缴,,,,,
正,,性质与状态,形貌,正歪,
正,,性质与状态,才品,诚伪,
豁然开悟,,,,,
惶恐,,生物活动,心理活动,害怕,
倾囊相助,,,,,
措施,,,,,
减仓,,,,,
克,,社会活动,战争,攻占,
贪心,,性质与状态,才品,公私,
殉情,,生物活动,生理活动,死亡,
装睡,,,,,
优先,,生物活动,际遇,进退,
断章取义,,性质与状态,性质,广狭,
起伏,,运动与变化,数量变化,增加,
起伏,,性质与状态,形貌,凹凸,
猎捕,,社会活动,生产,渔猎,
逃匿,,生物活动,生活工作,走动,
谦虚,,性质与状态,才品,谦傲,
欠帐,,,,,
天真,,性质与状态,才品,高下,
天真,,性质与状态,才品,能庸,
度量,,,,,
唬,,社会活动,争斗,侵害,
痛哭,,生物活动,表情,哭笑,
假借,,生物活动,生活工作,惹事,
横加侮辱,,,,,
呼来,,,,,
横征暴敛,,社会活动,争斗,侵害,
裁定,,社会活动,管理,议决,
没害,,,,,
答话,,社会活动,社交,表达,
旨在,,运动与变化,判断,是作,
战无不胜,,性质与状态,性质,强弱,
谜,,,,,
看开,,性质与状态,才品,乐悲,
冷眼旁观,,生物活动,心理活动,忽视,
追根究底,,社会活动,文教,研究,
易地,,运动与变化,物态变化,变化,
立志,,生物活动,心理活动,犹豫决意,
下定决心,,,,,
立身,,社会活动,社交,交际,
汲取,,生物活动,肢体动作,洗擦浇汲,
汲取,,运动与变化,事态变化,结束,
耐受,,,,,
温柔体贴,,,,,
炮击,,社会活动,战争,火力攻击,
除,,运动与变化,数量变化,减少,
除,,运动与变化,数量变化,消除,
会面,,社会活动,社交,交际,
判别,,生物活动,生活工作,使用,
匡正,,社会活动,文教,写作,
劈头盖脸,,性质与状态,性质,重轻,
进站,,,,,
丢失,,生物活动,际遇,迷失,
无所作为,,性质与状态,才品,能庸,
蓄,,运动与变化,判断,有无,
蓄,,运动与变化,判断,包含,
寻问,,社会活动,社交,表达,
觉着,,,,,
献祭,,生物活动,生理活动,死亡,
追涨,,,,,
恶化,,运动与变化,物态变化,恶化,
漠,,,,,
种植,,社会活动,生产,耕作,
蒙受,,生物活动,际遇,遭灾,
规规矩矩,,,,,
料理,,社会活动,管理,处理,
找寻,,生物活动,生活工作,走动,
亲临,,生物活动,生活工作,走动,
鲜有,,性质与状态,性状,多少,
中肯,,性质与状态,性质,对错,
无畏,,性质与状态,才品,坚懦,
不管,,,,,
抽样,,生物活动,生活工作,使用,
隐瞒不,,,,,
犹豫不定,,,,,
环顾,,生物活动,头部动作,看听嗅,
旅游,,生物活动,生活工作,娱乐,
施肥,,社会活动,生产,耕作,
刺目,,性质与状态,知觉,明暗,
刺目,,性质与状态,性质,好坏,
署,,社会活动,管理,批准,
固,,性质与状态,知觉,软硬,
对得起,,生物活动,心理活动,安心,
诚心,,性质与状态,才品,诚伪,
下口,,,,,
恭恭敬敬,,,,,
一无所惧,,,,,
打遍,,,,,
大呼,,,,,
相待,,社会活动,社交,介绍,
治愈,,社会活动,文教,医治,
不求甚解,,性质与状态,才品,能庸,
依恃,,,,,
搬弄,,社会活动,争斗,决裂,
冲撞,,社会活动,争斗,违背,
冲撞,,运动与变化,方位变化,接触,
出身,,,,,
吹吹拍拍,,社会活动,争斗,结伙,
恭维备至,,,,,
穿越,,社会活动,交通,经抵,
不为所动,,,,,
不灵,,运动与变化,事态变化,未然,
怒目瞪视,,,,,
噙,,生物活动,头部动作,吃喝,
死缠活黏,,,,,
体贴有加,,,,,
火上加油,,运动与变化,数量变化,增加,
悬,,生物活动,肢体动作,放置,
悬,,性质与状态,情状,安危,
避重就轻,,运动与变化,事态变化,未然,
风流,,性质与状态,才品,庄谐,
风流,,性质与状态,才品,高下,
赞许有佳,,,,,
作祟,,生物活动,生活工作,惹事,
微,,性质与状态,形貌,大小,
微,,性质与状态,性质,重轻,
微,,性质与状态,性质,贵贱,
获胜,,生物活动,际遇,成功,
不闻不见,,,,,
清醒,,生物活动,生理活动,睡眠,
清醒,,生物活动,心理活动,醒悟,
去职,,生物活动,生活工作,就业,
闪躲,,生物活动,生活工作,走动,
抑,,,,,
言过其实,,社会活动,社交,说话,
自在,,生物活动,心理活动,高兴,
自在,,性质与状态,才品,庄谐,
无以为,,,,,
探听,,社会活动,社交,表达,
尊宠,,,,,
鬼吼鬼叫,,,,,
照护,,社会活动,帮助,照顾,
对答,,社会活动,社交,表达,
划清,,,,,
孤立,,性质与状态,情状,闹静,
驻足,,生物活动,肢体动作,走跑,
闻问,,,,,
罢,,社会活动,管理,任免,
罢,,运动与变化,事态变化,结束,
赠予,,社会活动,帮助,赠送,
目而视,,,,,
缺席,,生物活动,生活工作,参与,
问责,,,,,
包购包销,,,,,
心惊胆战,,生物活动,心理活动,悲伤,
心惊胆战,,生物活动,心理活动,害怕,
克尽妇道,,,,,
剧毒,,,,,
过滤,,生物活动,肢体动作,洗擦浇汲,
忿恨,,生物活动,心理活动,厌恶,
刺杀,,社会活动,战争,进攻,
刺杀,,社会活动,司法,违法,
荡漾,,运动与变化,方位变化,流动浸泡,
熟捻,,,,,
吃味,,,,,
好气,,,,,
优渥,,性质与状态,性质,好坏,
服帖,,社会活动,帮助,协商,
服帖,,性质与状态,性质,对错,
决绝,,社会活动,争斗,决裂,
羞,,生物活动,表情,传情,
十分,,性质与状态,性质,真假,
丧,,,,,
疯,,生物活动,生理活动,患病,
指令,,社会活动,管理,宣布,
横加阻挠,,,,,
笑脸,,,,,
遥控,,社会活动,管理,掌控,
储备,,生物活动,生活工作,使用,
武断,,生物活动,生活工作,使用,
反唇相讥,,社会活动,社交,批评,
吹笛,,,,,
飞扑,,生物活动,全身动作,倚靠,
呼吸,,生物活动,头部动作,呼吸,
生怯,,,,,
合用,,生物活动,生活工作,使用,
合用,,性质与状态,性质,利弊,
大恩大德,,,,,
噬,,生物活动,头部动作,吃喝,
威逼,,社会活动,争斗,侵害,
熬,,生物活动,生活工作,生活,
熬,,生物活动,生活工作,饮食,
啧啧称,,,,,
凝想,,生物活动,心理活动,思考,
斥骂,,社会活动,争斗,辩说,
抚触,,,,,
充耳未闻,,,,,
无可置疑,,性质与状态,性质,真假,
心领,,生物活动,心理活动,了解,
失神,,生物活动,心理活动,忽视,
佯作,,生物活动,表情,假装,
传承,,社会活动,文教,教学,
传承,,运动与变化,事态变化,传播,
摸摸,,,,,
昂,,运动与变化,方位变化,翘起,
话,,,,,
意料,,生物活动,心理活动,估测,
礼待,,社会活动,社交,介绍,
罗列,,社会活动,社交,表达,
罗列,,运动与变化,方位变化,存放,
感佩,,生物活动,心理活动,反对赞成,
情欲,,,,,
细语,,社会活动,社交,说话,
不假,,,,,
惟恐,,生物活动,心理活动,害怕,
一见生情,,,,,
会意,,生物活动,心理活动,了解,
较,,,,,
痛下狠手,,,,,
谈道,,,,,
改命,,,,,
拈,,生物活动,肢体动作,按触,
祝祷,,社会活动,信仰,礼拜,
盟,,,,,
打交道,,社会活动,社交,交际,
置之度外,,生物活动,心理活动,忽视,
膺服,,,,,
基本,,性质与状态,性质,主次,
难题,,,,,
封杀,,社会活动,争斗,纠缠,
目测,,社会活动,生产,勘探,
来函,,,,,
欣欣向荣,,性质与状态,情状,盛衰,
百利而无一害,,,,,
一览无遗,,性质与状态,性质,显隐,
妄图,,生物活动,心理活动,计划,
殉职,,生物活动,生理活动,死亡,
修建,,社会活动,生产,建造,
讲情面,,,,,
收听,,生物活动,头部动作,看听嗅,
扣发,,社会活动,管理,奖惩,
扣发,,社会活动,司法,违法,
用人,,社会活动,管理,任免,
开工,,运动与变化,事态变化,开始,
疑惧,,生物活动,心理活动,害怕,
看得见,,,,,
理想化,,运动与变化,物态变化,变化,
苛,,,,,
嫉恨如仇,,,,,
略带,,,,,
喷火,,,,,
生财,,生物活动,际遇,收益,
大事,,,,,
瞬,,,,,
笑咪咪,,,,,
心怀好意,,,,,
吵嚷,,生物活动,头部动作,叫喊,
惊慌失措,,生物活动,心理活动,害怕,
看不到,,,,,
冰释,,运动与变化,事态变化,消失,
不了了之,,生物活动,心理活动,忽视,
恩断情绝,,,,,
故计重施,,,,,
毫发无损,,,,,
杀无赦,,,,,
收拾,,生物活动,生活工作,起居,
收拾,,社会活动,生产,维修养护,
收拾,,社会活动,司法,惩办,
重温,,社会活动,文教,学习,
美好,,性质与状态,性质,明昏,
建国,,社会活动,管理,建立,
强大,,性质与状态,性质,强弱,
侃侃,,,,,
发光,,运动与变化,自然现象变化,照射发光,
大发慈悲,,性质与状态,才品,善恶,
至关重大,,,,,
时好时坏,,,,,
欲望,,,,,
知无不言,,,,,
握手,,生物活动,肢体动作,握手,
打官司,,社会活动,司法,诉讼,
完备,,性质与状态,性状,整缺,
习,,生物活动,心理活动,了解,
习,,社会活动,文教,学习,
准入,,社会活动,管理,批准,
辟,,社会活动,管理,建立,
辟,,运动与变化,数量变化,消除,
调配,,社会活动,管理,调动,
盘剥,,社会活动,争斗,侵害,
扎,,生物活动,肢体动作,包扎,
扎,,生物活动,肢体动作,切割,
决断,,社会活动,管理,议决,
决断,,性质与状态,才品,坚懦,
不懂装懂,,,,,
加成,,,,,
保胎,,社会活动,帮助,照顾,
督导,,社会活动,文教,教学,
休战,,运动与变化,事态变化,结束,
解析,,社会活动,文教,研究,
丢弃,,运动与变化,数量变化,消除,
应当,,生物活动,心理活动,应该能够,
来去,,生物活动,生活工作,走动,
慈善,,性质与状态,才品,善恶,
捐助,,社会活动,帮助,帮助,
却步,,生物活动,肢体动作,走跑,
交融,,运动与变化,方位变化,结合,
集结,,运动与变化,方位变化,集中,
投产,,社会活动,生产,建造,
登载,,社会活动,管理,宣布,
介于,,运动与变化,判断,处于,
将,,社会活动,文教,运动,
迁入,,生物活动,生活工作,生活,
奋,,,,,
只闻其名,,,,,
抹杀,,社会活动,社交,批评,
上学,,社会活动,文教,学习,
乐,,生物活动,心理活动,高兴,
乐,,生物活动,表情,哭笑,
